Economy_Label,CargoType_Label,Year,Metric_tons_in_millions_Value,Metric_tons_Footnote,Metric_tons_MissingValue
"Oceania","Other tanker trade loaded",2018,61,,
"Oceania","Other tanker trade loaded",2019,61,,
"Oceania","Other tanker trade loaded",2020,59,,
"Oceania","Other tanker trade loaded",2021,56,,
"Oceania","Dry cargo loaded",2006,637,,
"Oceania","Dry cargo loaded",2007,661,,
"Oceania","Dry cargo loaded",2008,723,,
"Oceania","Dry cargo loaded",2009,728,,
"Oceania","Dry cargo loaded",2010,899,,
"Oceania","Dry cargo loaded",2011,923,,
"Oceania","Dry cargo loaded",2012,970,,
"Oceania","Dry cargo loaded",2013,988,,
"Oceania","Dry cargo loaded",2014,1184,,
"Oceania","Dry cargo loaded",2015,1202,,
"Oceania","Dry cargo loaded",2016,1298,,
"Oceania","Dry cargo loaded",2017,1441,,
"Oceania","Dry cargo loaded",2018,1494,,
"Oceania","Dry cargo loaded",2019,1495,,
"Oceania","Dry cargo loaded",2020,1432,,
"Oceania","Dry cargo loaded",2021,1447,,
"Oceania","Total goods loaded",2006,653,,
"Oceania","Total goods loaded",2007,679,,
"Oceania","Total goods loaded",2008,745,,
"Oceania","Total goods loaded",2009,747,,
"Oceania","Total goods loaded",2010,921,,
"Oceania","Total goods loaded",2011,951,,
"Oceania","Total goods loaded",2012,1008,,
"Oceania","Total goods loaded",2013,1040,,
"Oceania","Total goods loaded",2014,1239,,
"Oceania","Total goods loaded",2015,1264,,
"Oceania","Total goods loaded",2016,1363,,
"Oceania","Total goods loaded",2017,1511,,
"Oceania","Total goods loaded",2018,1569,,
"Oceania","Total goods loaded",2019,1569,,
"Oceania","Total goods loaded",2020,1504,,
"Oceania","Total goods loaded",2021,1517,,
"Oceania","Crude oil discharged",2006,27,,
"Oceania","Crude oil discharged",2007,28,,
"Oceania","Crude oil discharged",2008,28,,
"Oceania","Crude oil discharged",2009,22,,
"Oceania","Crude oil discharged",2010,25,,
"Oceania","Crude oil discharged",2011,28,,
"Oceania","Crude oil discharged",2012,32,,
"Oceania","Crude oil discharged",2013,27,,
"Oceania","Crude oil discharged",2014,28,,
"Oceania","Crude oil discharged",2015,28,,
"Oceania","Crude oil discharged",2016,25,,
"Oceania","Crude oil discharged",2017,28,,
"Oceania","Crude oil discharged",2018,30,,
"Oceania","Crude oil discharged",2019,23,,
"Oceania","Crude oil discharged",2020,17,,
"Oceania","Crude oil discharged",2021,14,,
"Oceania","Other tanker trade discharged",2006,18,,
"Oceania","Other tanker trade discharged",2007,22,,
"Oceania","Other tanker trade discharged",2008,24,,
"Oceania","Other tanker trade discharged",2009,19,,
"Oceania","Other tanker trade discharged",2010,24,,
"Oceania","Other tanker trade discharged",2011,22,,
"Oceania","Other tanker trade discharged",2012,24,,
"Oceania","Other tanker trade discharged",2013,29,,
"Oceania","Other tanker trade discharged",2014,23,,
"Oceania","Other tanker trade discharged",2015,24,,
"Oceania","Other tanker trade discharged",2016,21,,
"Oceania","Other tanker trade discharged",2017,22,,
"Oceania","Other tanker trade discharged",2018,27,,
"Oceania","Other tanker trade discharged",2019,23,,
"Oceania","Other tanker trade discharged",2020,18,,
"Oceania","Other tanker trade discharged",2021,25,,
"Oceania","Dry cargo discharged",2006,58,,
"Oceania","Dry cargo discharged",2007,60,,
"Oceania","Dry cargo discharged",2008,65,,
"Oceania","Dry cargo discharged",2009,69,,
"Oceania","Dry cargo discharged",2010,69,,
"Oceania","Dry cargo discharged",2011,77,,
"Oceania","Dry cargo discharged",2012,82,,
"Oceania","Dry cargo discharged",2013,92,,
"Oceania","Dry cargo discharged",2014,105,,
"Oceania","Dry cargo discharged",2015,108,,
"Oceania","Dry cargo discharged",2016,113,,
"Oceania","Dry cargo discharged",2017,96,,
"Oceania","Dry cargo discharged",2018,103,,
"Oceania","Dry cargo discharged",2019,100,,
"Oceania","Dry cargo discharged",2020,94,,
"Oceania","Dry cargo discharged",2021,105,,
"Oceania","Total goods discharged",2006,103,,
"Oceania","Total goods discharged",2007,109,,
"Oceania","Total goods discharged",2008,117,,
"Oceania","Total goods discharged",2009,110,,
"Oceania","Total goods discharged",2010,118,,
"Oceania","Total goods discharged",2011,128,,
"Oceania","Total goods discharged",2012,139,,
"Oceania","Total goods discharged",2013,148,,
"Oceania","Total goods discharged",2014,156,,
"Oceania","Total goods discharged",2015,161,,
"Oceania","Total goods discharged",2016,159,,
"Oceania","Total goods discharged",2017,145,,
"Oceania","Total goods discharged",2018,159,,
"Oceania","Total goods discharged",2019,146,,
"Oceania","Total goods discharged",2020,129,,
"Oceania","Total goods discharged",2021,144,,
"Asia and Oceania","Crude oil loaded",2006,936,,
"Asia and Oceania","Crude oil loaded",2007,957,,
"Asia and Oceania","Crude oil loaded",2008,923,,
"Asia and Oceania","Crude oil loaded",2009,889,,
"Asia and Oceania","Crude oil loaded",2010,953,,
"Asia and Oceania","Crude oil loaded",2011,924,,
"Asia and Oceania","Crude oil loaded",2012,923,,
"Asia and Oceania","Crude oil loaded",2013,925,,
"Asia and Oceania","Crude oil loaded",2014,913,,
"Asia and Oceania","Crude oil loaded",2015,963,,
"Asia and Oceania","Crude oil loaded",2016,1014,,
"Asia and Oceania","Crude oil loaded",2017,1009,,
"Asia and Oceania","Crude oil loaded",2018,986,,
"Asia and Oceania","Crude oil loaded",2019,893,,
"Asia and Oceania","Crude oil loaded",2020,866,,
"Asia and Oceania","Crude oil loaded",2021,883,,
"Asia and Oceania","Other tanker trade loaded",2006,373,,
"Asia and Oceania","Other tanker trade loaded",2007,379,,
"Asia and Oceania","Other tanker trade loaded",2008,367,,
"Asia and Oceania","Other tanker trade loaded",2009,373,,
"Asia and Oceania","Other tanker trade loaded",2010,380,,
"Asia and Oceania","Other tanker trade loaded",2011,416,,
"Asia and Oceania","Other tanker trade loaded",2012,434,,
"Asia and Oceania","Other tanker trade loaded",2013,484,,
"Asia and Oceania","Other tanker trade loaded",2014,523,,
"Asia and Oceania","Other tanker trade loaded",2015,578,,
"Asia and Oceania","Other tanker trade loaded",2016,656,,
"Asia and Oceania","Other tanker trade loaded",2017,666,,
"Asia and Oceania","Other tanker trade loaded",2018,684,,
"Asia and Oceania","Other tanker trade loaded",2019,725,,
"Asia and Oceania","Other tanker trade loaded",2020,681,,
"Asia and Oceania","Other tanker trade loaded",2021,708,,
"Asia and Oceania","Dry cargo loaded",2006,2597,,
"Asia and Oceania","Dry cargo loaded",2007,2755,,
"Asia and Oceania","Dry cargo loaded",2008,2861,,
"Asia and Oceania","Dry cargo loaded",2009,2718,,
"Asia and Oceania","Dry cargo loaded",2010,2973,,
"Asia and Oceania","Dry cargo loaded",2011,3120,,
"Asia and Oceania","Dry cargo loaded",2012,3340,,
"Asia and Oceania","Dry cargo loaded",2013,3514,,
"Asia and Oceania","Dry cargo loaded",2014,3846,,
"Asia and Oceania","Dry cargo loaded",2015,3820,,
"Asia and Oceania","Dry cargo loaded",2016,3952,,
"Asia and Oceania","Dry cargo loaded",2017,4253,,
"Asia and Oceania","Dry cargo loaded",2018,4413,,
"Asia and Oceania","Dry cargo loaded",2019,4472,,
"Asia and Oceania","Dry cargo loaded",2020,4339,,
"Asia and Oceania","Dry cargo loaded",2021,4501,,
"Asia and Oceania","Total goods loaded",2006,3907,,
"Asia and Oceania","Total goods loaded",2007,4091,,
"Asia and Oceania","Total goods loaded",2008,4151,,
"Asia and Oceania","Total goods loaded",2009,3979,,
"Asia and Oceania","Total goods loaded",2010,4306,,
"Asia and Oceania","Total goods loaded",2011,4460,,
"Asia and Oceania","Total goods loaded",2012,4697,,
"Asia and Oceania","Total goods loaded",2013,4923,,
"Asia and Oceania","Total goods loaded",2014,5282,,
"Asia and Oceania","Total goods loaded",2015,5361,,
"Asia and Oceania","Total goods loaded",2016,5622,,
"Asia and Oceania","Total goods loaded",2017,5928,,
"Asia and Oceania","Total goods loaded",2018,6083,,
"Asia and Oceania","Total goods loaded",2019,6090,,
"Asia and Oceania","Total goods loaded",2020,5887,,
"Asia and Oceania","Total goods loaded",2021,6092,,
"Asia and Oceania","Crude oil discharged",2006,793,,
"Asia and Oceania","Crude oil discharged",2007,861,,
"Asia and Oceania","Crude oil discharged",2008,848,,
"Asia and Oceania","Crude oil discharged",2009,849,,
"Asia and Oceania","Crude oil discharged",2010,883,,
"Asia and Oceania","Crude oil discharged",2011,913,,
"Asia and Oceania","Crude oil discharged",2012,949,,
"Asia and Oceania","Crude oil discharged",2013,984,,
"Asia and Oceania","Crude oil discharged",2014,1000,,
"Asia and Oceania","Crude oil discharged",2015,1028,,
"Asia and Oceania","Crude oil discharged",2016,1122,,
"Asia and Oceania","Crude oil discharged",2017,1179,,
"Asia and Oceania","Crude oil discharged",2018,1223,,
"Asia and Oceania","Crude oil discharged",2019,1225,,
"Asia and Oceania","Crude oil discharged",2020,1213,,
"Asia and Oceania","Crude oil discharged",2021,1195,,
"Asia and Oceania","Other tanker trade discharged",2006,356,,
"Asia and Oceania","Other tanker trade discharged",2007,372,,
"Asia and Oceania","Other tanker trade discharged",2008,404,,
"Asia and Oceania","Other tanker trade discharged",2009,392,,
"Asia and Oceania","Other tanker trade discharged",2010,435,,
"Asia and Oceania","Other tanker trade discharged",2011,465,,
"Asia and Oceania","Other tanker trade discharged",2012,482,,
"Asia and Oceania","Other tanker trade discharged",2013,504,,
"Asia and Oceania","Other tanker trade discharged",2014,504,,
"Asia and Oceania","Other tanker trade discharged",2015,582,,
"Asia and Oceania","Other tanker trade discharged",2016,632,,
"Asia and Oceania","Other tanker trade discharged",2017,664,,
"Asia and Oceania","Other tanker trade discharged",2018,699,,
"Asia and Oceania","Other tanker trade discharged",2019,698,,
"Asia and Oceania","Other tanker trade discharged",2020,693,,
"Asia and Oceania","Other tanker trade discharged",2021,705,,
"Asia and Oceania","Dry cargo discharged",2006,2736,,
"Asia and Oceania","Dry cargo discharged",2007,2929,,
"Asia and Oceania","Dry cargo discharged",2008,3139,,
"Asia and Oceania","Dry cargo discharged",2009,3185,,
"Asia and Oceania","Dry cargo discharged",2010,3431,,
"Asia and Oceania","Dry cargo discharged",2011,3640,,
"Asia and Oceania","Dry cargo discharged",2012,3902,,
"Asia and Oceania","Dry cargo discharged",2013,4212,,
"Asia and Oceania","Dry cargo discharged",2014,4409,,
"Asia and Oceania","Dry cargo discharged",2015,4455,,
"Asia and Oceania","Dry cargo discharged",2016,4590,,
"Asia and Oceania","Dry cargo discharged",2017,4840,,
"Asia and Oceania","Dry cargo discharged",2018,4976,,
"Asia and Oceania","Dry cargo discharged",2019,5138,,
"Asia and Oceania","Dry cargo discharged",2020,5182,,
"Asia and Oceania","Dry cargo discharged",2021,5300,,
"Asia and Oceania","Total goods discharged",2006,3885,,
"Asia and Oceania","Total goods discharged",2007,4162,,
"Asia and Oceania","Total goods discharged",2008,4392,,
"Asia and Oceania","Total goods discharged",2009,4426,,
"Asia and Oceania","Total goods discharged",2010,4749,,
"Asia and Oceania","Total goods discharged",2011,5018,,
"Asia and Oceania","Total goods discharged",2012,5333,,
"Asia and Oceania","Total goods discharged",2013,5700,,
"Asia and Oceania","Total goods discharged",2014,5913,,
"Asia and Oceania","Total goods discharged",2015,6065,,
"Asia and Oceania","Total goods discharged",2016,6344,,
"Asia and Oceania","Total goods discharged",2017,6682,,
"Asia and Oceania","Total goods discharged",2018,6898,,
"Asia and Oceania","Total goods discharged",2019,7061,,
"Asia and Oceania","Total goods discharged",2020,7088,,
"Asia and Oceania","Total goods discharged",2021,7199,,
"Developing economies","Crude oil loaded",2006,1532,,
"Developing economies","Crude oil loaded",2007,1558,,
"Developing economies","Crude oil loaded",2008,1520,,
"Developing economies","Crude oil loaded",2009,1455,,
"Developing economies","Crude oil loaded",2010,1511,,
"Developing economies","Crude oil loaded",2011,1501,,
"Developing economies","Crude oil loaded",2012,1520,,
"Developing economies","Crude oil loaded",2013,1475,,
"Developing economies","Crude oil loaded",2014,1432,,
"Developing economies","Crude oil loaded",2015,1460,,
"Developing economies","Crude oil loaded",2016,1493,,
"Developing economies","Crude oil loaded",2017,1500,,
"Developing economies","Crude oil loaded",2018,1458,,
"Developing economies","Crude oil loaded",2019,1393,,
"Developing economies","Crude oil loaded",2020,1277,,
"Developing economies","Crude oil loaded",2021,1272,,
"Developing economies","Other tanker trade loaded",2006,504,,
"Developing economies","Other tanker trade loaded",2007,498,,
"Developing economies","Other tanker trade loaded",2008,492,,
"Developing economies","Other tanker trade loaded",2009,478,,
"Developing economies","Other tanker trade loaded",2010,478,,
"Developing economies","Other tanker trade loaded",2011,509,,
"Developing economies","Other tanker trade loaded",2012,505,,
"Developing economies","Other tanker trade loaded",2013,534,,
"Developing economies","Other tanker trade loaded",2014,572,,
"Developing economies","Other tanker trade loaded",2015,613,,
"Developing economies","Other tanker trade loaded",2016,688,,
"Developing economies","Other tanker trade loaded",2017,671,,
"Developing economies","Other tanker trade loaded",2018,709,,
"Developing economies","Other tanker trade loaded",2019,762,,
"Developing economies","Other tanker trade loaded",2020,714,,
"Developing economies","Other tanker trade loaded",2021,749,,
"Developing economies","Dry cargo loaded",2006,2553,,
"Developing economies","Dry cargo loaded",2007,2701,,
"Developing economies","Dry cargo loaded",2008,2796,,
"Developing economies","Dry cargo loaded",2009,2607,,
"Developing economies","Dry cargo loaded",2010,2804,,
"Developing economies","Dry cargo loaded",2011,3028,,
"Developing economies","Dry cargo loaded",2012,3216,,
"Developing economies","Dry cargo loaded",2013,3340,,
"Developing economies","Dry cargo loaded",2014,3500,,
"Developing economies","Dry cargo loaded",2015,3497,,
"Developing economies","Dry cargo loaded",2016,3566,,
"Developing economies","Dry cargo loaded",2017,3703,,
"Developing economies","Dry cargo loaded",2018,3812,,
"Developing economies","Dry cargo loaded",2019,3908,,
"Developing economies","Dry cargo loaded",2020,3834,,
"Developing economies","Dry cargo loaded",2021,4029,,
"Developing economies","Total goods loaded",2006,4589,,
"Developing economies","Total goods loaded",2007,4757,,
"Developing economies","Total goods loaded",2008,4809,,
"Developing economies","Total goods loaded",2009,4540,,
"Developing economies","Total goods loaded",2010,4793,,
"Developing economies","Total goods loaded",2011,5038,,
"Developing economies","Total goods loaded",2012,5240,,
"Developing economies","Total goods loaded",2013,5349,,
"Developing economies","Total goods loaded",2014,5504,,
"Developing economies","Total goods loaded",2015,5570,,
"Developing economies","Total goods loaded",2016,5747,,
"Developing economies","Total goods loaded",2017,5874,,
"Developing economies","Total goods loaded",2018,5978,,
"Developing economies","Total goods loaded",2019,6062,,
"Developing economies","Total goods loaded",2020,5824,,
"Developing economies","Total goods loaded",2021,6049,,
"Developing economies","Crude oil discharged",2006,550,,
"Developing economies","Crude oil discharged",2007,613,,
"Developing economies","Crude oil discharged",2008,580,,
"Developing economies","Crude oil discharged",2009,633,,
"Developing economies","Crude oil discharged",2010,677,,
"Developing economies","Crude oil discharged",2011,693,,
"Developing economies","Crude oil discharged",2012,705,,
"Developing economies","Crude oil discharged",2013,749,,
"Developing economies","Crude oil discharged",2014,768,,
"Developing economies","Crude oil discharged",2015,803,,
"Developing economies","Crude oil discharged",2016,882,,
"Developing economies","Crude oil discharged",2017,905,,
"Developing economies","Crude oil discharged",2018,961,,
"Developing economies","Crude oil discharged",2019,972,,
"Developing economies","Crude oil discharged",2020,986,,
"Developing economies","Crude oil discharged",2021,968,,
"Developing economies","Other tanker trade discharged",2006,337,,
"Developing economies","Other tanker trade discharged",2007,355,,
"Developing economies","Other tanker trade discharged",2008,381,,
"Developing economies","Other tanker trade discharged",2009,359,,
"Developing economies","Other tanker trade discharged",2010,392,,
"Developing economies","Other tanker trade discharged",2011,414,,
"Developing economies","Other tanker trade discharged",2012,431,,
"Developing economies","Other tanker trade discharged",2013,461,,
"Developing economies","Other tanker trade discharged",2014,508,,
"Developing economies","Other tanker trade discharged",2015,584,,
"Developing economies","Other tanker trade discharged",2016,718,,
"Developing economies","Other tanker trade discharged",2017,769,,
"Developing economies","Other tanker trade discharged",2018,814,,
"Developing economies","Other tanker trade discharged",2019,837,,
"Developing economies","Other tanker trade discharged",2020,828,,
"Developing economies","Other tanker trade discharged",2021,843,,
"Developing economies","Dry cargo discharged",2006,2214,,
"Developing economies","Dry cargo discharged",2007,2447,,
"Developing economies","Dry cargo discharged",2008,2623,,
"Developing economies","Dry cargo discharged",2009,2816,,
"Developing economies","Dry cargo discharged",2010,3018,,
"Developing economies","Dry cargo discharged",2011,3271,,
"Developing economies","Dry cargo discharged",2012,3505,,
"Developing economies","Dry cargo discharged",2013,3802,,
"Developing economies","Dry cargo discharged",2014,3961,,
"Developing economies","Dry cargo discharged",2015,4047,,
"Developing economies","Dry cargo discharged",2016,4150,,
"Developing economies","Dry cargo discharged",2017,4363,,
"Developing economies","Dry cargo discharged",2018,4501,,
"Developing economies","Dry cargo discharged",2019,4619,,
"Developing economies","Dry cargo discharged",2020,4710,,
"Developing economies","Dry cargo discharged",2021,4887,,
"Developing economies","Total goods discharged",2006,3101,,
"Developing economies","Total goods discharged",2007,3414,,
"Developing economies","Total goods discharged",2008,3584,,
"Developing economies","Total goods discharged",2009,3808,,
"Developing economies","Total goods discharged",2010,4088,,
"Developing economies","Total goods discharged",2011,4378,,
"Developing economies","Total goods discharged",2012,4641,,
"Developing economies","Total goods discharged",2013,5012,,
"Developing economies","Total goods discharged",2014,5237,,
"Developing economies","Total goods discharged",2015,5435,,
"Developing economies","Total goods discharged",2016,5750,,
"Developing economies","Total goods discharged",2017,6037,,
"Developing economies","Total goods discharged",2018,6277,,
"Developing economies","Total goods discharged",2019,6428,,
"Developing economies","Total goods discharged",2020,6524,,
"Developing economies","Total goods discharged",2021,6698,,
"Developing economies: Africa","Crude oil loaded",2006,354,,
"Developing economies: Africa","Crude oil loaded",2007,363,,
"Developing economies: Africa","Crude oil loaded",2008,379,,
"Developing economies: Africa","Crude oil loaded",2009,354,,
"Developing economies: Africa","Crude oil loaded",2010,344,,
"Developing economies: Africa","Crude oil loaded",2011,338,,
"Developing economies: Africa","Crude oil loaded",2012,364,,
"Developing economies: Africa","Crude oil loaded",2013,328,,
"Developing economies: Africa","Crude oil loaded",2014,304,,
"Developing economies: Africa","Crude oil loaded",2015,294,,
"Developing economies: Africa","Crude oil loaded",2016,271,,
"Developing economies: Africa","Crude oil loaded",2017,291,,
"Developing economies: Africa","Crude oil loaded",2018,297,,
"Developing economies: Africa","Crude oil loaded",2019,303,,
"Developing economies: Africa","Crude oil loaded",2020,235,,
"Developing economies: Africa","Crude oil loaded",2021,226,,
"Developing economies: Africa","Other tanker trade loaded",2006,86,,
"Developing economies: Africa","Other tanker trade loaded",2007,82,,
"Developing economies: Africa","Other tanker trade loaded",2008,83,,
"Developing economies: Africa","Other tanker trade loaded",2009,83,,
"Developing economies: Africa","Other tanker trade loaded",2010,82,,
"Developing economies: Africa","Other tanker trade loaded",2011,69,,
"Developing economies: Africa","Other tanker trade loaded",2012,70,,
"Developing economies: Africa","Other tanker trade loaded",2013,82,,
"Developing economies: Africa","Other tanker trade loaded",2014,74,,
"Developing economies: Africa","Other tanker trade loaded",2015,58,,
"Developing economies: Africa","Other tanker trade loaded",2016,59,,
"Developing economies: Africa","Other tanker trade loaded",2017,70,,
"Developing economies: Africa","Other tanker trade loaded",2018,70,,
"Developing economies: Africa","Other tanker trade loaded",2019,92,,
"Developing economies: Africa","Other tanker trade loaded",2020,84,,
"Developing economies: Africa","Other tanker trade loaded",2021,100,,
"Developing economies: Africa","Dry cargo loaded",2006,282,,
"Developing economies: Africa","Dry cargo loaded",2007,288,,
"Developing economies: Africa","Dry cargo loaded",2008,301,,
"Developing economies: Africa","Dry cargo loaded",2009,273,,
"Developing economies: Africa","Dry cargo loaded",2010,301,,
"Developing economies: Africa","Dry cargo loaded",2011,322,,
"Developing economies: Africa","Dry cargo loaded",2012,326,,
"Developing economies: Africa","Dry cargo loaded",2013,365,,
"Developing economies: Africa","Dry cargo loaded",2014,359,,
"Developing economies: Africa","Dry cargo loaded",2015,363,,
"Developing economies: Africa","Dry cargo loaded",2016,364,,
"Developing economies: Africa","Dry cargo loaded",2017,377,,
"Developing economies: Africa","Dry cargo loaded",2018,395,,
"Developing economies: Africa","Dry cargo loaded",2019,420,,
"Developing economies: Africa","Dry cargo loaded",2020,417,,
"Developing economies: Africa","Dry cargo loaded",2021,436,,
"Developing economies: Africa","Total goods loaded",2006,722,,
"Developing economies: Africa","Total goods loaded",2007,732,,
"Developing economies: Africa","Total goods loaded",2008,763,,
"Developing economies: Africa","Total goods loaded",2009,710,,
"Developing economies: Africa","Total goods loaded",2010,726,,
"Developing economies: Africa","Total goods loaded",2011,728,,
"Developing economies: Africa","Total goods loaded",2012,760,,
"Developing economies: Africa","Total goods loaded",2013,775,,
"Developing economies: Africa","Total goods loaded",2014,738,,
"Developing economies: Africa","Total goods loaded",2015,714,,
"Developing economies: Africa","Total goods loaded",2016,694,,
"Developing economies: Africa","Total goods loaded",2017,738,,
"Developing economies: Africa","Total goods loaded",2018,763,,
"Developing economies: Africa","Total goods loaded",2019,814,,
"Developing economies: Africa","Total goods loaded",2020,736,,
"Developing economies: Africa","Total goods loaded",2021,762,,
"Developing economies: Africa","Crude oil discharged",2006,41,,
"Developing economies: Africa","Crude oil discharged",2007,46,,
"Developing economies: Africa","Crude oil discharged",2008,45,,
"Developing economies: Africa","Crude oil discharged",2009,45,,
"Developing economies: Africa","Crude oil discharged",2010,42,,
"Developing economies: Africa","Crude oil discharged",2011,38,,
"Developing economies: Africa","Crude oil discharged",2012,33,,
"Developing economies: Africa","Crude oil discharged",2013,37,,
"Developing economies: Africa","Crude oil discharged",2014,37,,
"Developing economies: Africa","Crude oil discharged",2015,39,,
"Developing economies: Africa","Crude oil discharged",2016,39,,
"Developing economies: Africa","Crude oil discharged",2017,41,,
"Developing economies: Africa","Crude oil discharged",2018,39,,
"Developing economies: Africa","Crude oil discharged",2019,35,,
"Developing economies: Africa","Crude oil discharged",2020,31,,
"Developing economies: Africa","Crude oil discharged",2021,25,,
"Developing economies: Africa","Other tanker trade discharged",2006,39,,
"Developing economies: Africa","Other tanker trade discharged",2007,45,,
"Developing economies: Africa","Other tanker trade discharged",2008,44,,
"Developing economies: Africa","Other tanker trade discharged",2009,40,,
"Developing economies: Africa","Other tanker trade discharged",2010,39,,
"Developing economies: Africa","Other tanker trade discharged",2011,46,,
"Developing economies: Africa","Other tanker trade discharged",2012,51,,
"Developing economies: Africa","Other tanker trade discharged",2013,59,,
"Developing economies: Africa","Other tanker trade discharged",2014,71,,
"Developing economies: Africa","Other tanker trade discharged",2015,71,,
"Developing economies: Africa","Other tanker trade discharged",2016,81,,
"Developing economies: Africa","Other tanker trade discharged",2017,94,,
"Developing economies: Africa","Other tanker trade discharged",2018,100,,
"Developing economies: Africa","Other tanker trade discharged",2019,113,,
"Developing economies: Africa","Other tanker trade discharged",2020,107,,
"Developing economies: Africa","Other tanker trade discharged",2021,118,,
"Developing economies: Africa","Dry cargo discharged",2006,269,,
"Developing economies: Africa","Dry cargo discharged",2007,290,,
"Developing economies: Africa","Dry cargo discharged",2008,288,,
"Developing economies: Africa","Dry cargo discharged",2009,302,,
"Developing economies: Africa","Dry cargo discharged",2010,319,,
"Developing economies: Africa","Dry cargo discharged",2011,276,,
"Developing economies: Africa","Dry cargo discharged",2012,299,,
"Developing economies: Africa","Dry cargo discharged",2013,311,,
"Developing economies: Africa","Dry cargo discharged",2014,337,,
"Developing economies: Africa","Dry cargo discharged",2015,360,,
"Developing economies: Africa","Dry cargo discharged",2016,360,,
"Developing economies: Africa","Dry cargo discharged",2017,342,,
"Developing economies: Africa","Dry cargo discharged",2018,363,,
"Developing economies: Africa","Dry cargo discharged",2019,385,,
"Developing economies: Africa","Dry cargo discharged",2020,372,,
"Developing economies: Africa","Dry cargo discharged",2021,410,,
"Developing economies: Africa","Total goods discharged",2006,349,,
"Developing economies: Africa","Total goods discharged",2007,380,,
"Developing economies: Africa","Total goods discharged",2008,377,,
"Developing economies: Africa","Total goods discharged",2009,386,,
"Developing economies: Africa","Total goods discharged",2010,401,,
"Developing economies: Africa","Total goods discharged",2011,360,,
"Developing economies: Africa","Total goods discharged",2012,383,,
"Developing economies: Africa","Total goods discharged",2013,407,,
"Developing economies: Africa","Total goods discharged",2014,445,,
"Developing economies: Africa","Total goods discharged",2015,470,,
"Developing economies: Africa","Total goods discharged",2016,480,,
"Developing economies: Africa","Total goods discharged",2017,476,,
"Developing economies: Africa","Total goods discharged",2018,502,,
"Developing economies: Africa","Total goods discharged",2019,534,,
"Developing economies: Africa","Total goods discharged",2020,510,,
"Developing economies: Africa","Total goods discharged",2021,553,,
"Developing economies: Americas","Crude oil loaded",2006,251,,
"Developing economies: Americas","Crude oil loaded",2007,252,,
"Developing economies: Americas","Crude oil loaded",2008,235,,
"Developing economies: Americas","Crude oil loaded",2009,226,,
"Developing economies: Americas","Crude oil loaded",2010,231,,
"Developing economies: Americas","Crude oil loaded",2011,254,,
"Developing economies: Americas","Crude oil loaded",2012,253,,
"Developing economies: Americas","Crude oil loaded",2013,240,,
"Developing economies: Americas","Crude oil loaded",2014,233,,
"Developing economies: Americas","Crude oil loaded",2015,223,,
"Developing economies: Americas","Crude oil loaded",2016,232,,
"Developing economies: Americas","Crude oil loaded",2017,225,,
"Developing economies: Americas","Crude oil loaded",2018,201,,
"Developing economies: Americas","Crude oil loaded",2019,222,,
"Developing economies: Americas","Crude oil loaded",2020,202,,
"Developing economies: Americas","Crude oil loaded",2021,190,,
"Developing economies: Americas","Other tanker trade loaded",2006,94,,
"Developing economies: Americas","Other tanker trade loaded",2007,91,,
"Developing economies: Americas","Other tanker trade loaded",2008,93,,
"Developing economies: Americas","Other tanker trade loaded",2009,74,,
"Developing economies: Americas","Other tanker trade loaded",2010,73,,
"Developing economies: Americas","Other tanker trade loaded",2011,78,,
"Developing economies: Americas","Other tanker trade loaded",2012,86,,
"Developing economies: Americas","Other tanker trade loaded",2013,70,,
"Developing economies: Americas","Other tanker trade loaded",2014,76,,
"Developing economies: Americas","Other tanker trade loaded",2015,84,,
"Developing economies: Americas","Other tanker trade loaded",2016,81,,
"Developing economies: Americas","Other tanker trade loaded",2017,72,,
"Developing economies: Americas","Other tanker trade loaded",2018,89,,
"Developing economies: Americas","Other tanker trade loaded",2019,81,,
"Developing economies: Americas","Other tanker trade loaded",2020,75,,
"Developing economies: Americas","Other tanker trade loaded",2021,71,,
"Developing economies: Americas","Dry cargo loaded",2006,686,,
"Developing economies: Americas","Dry cargo loaded",2007,724,,
"Developing economies: Americas","Dry cargo loaded",2008,781,,
"Developing economies: Americas","Dry cargo loaded",2009,730,,
"Developing economies: Americas","Dry cargo loaded",2010,825,,
"Developing economies: Americas","Dry cargo loaded",2011,902,,
"Developing economies: Americas","Dry cargo loaded",2012,943,,
"Developing economies: Americas","Dry cargo loaded",2013,954,,
"Developing economies: Americas","Dry cargo loaded",2014,992,,
"Developing economies: Americas","Dry cargo loaded",2015,1044,,
"Developing economies: Americas","Dry cargo loaded",2016,1041,,
"Developing economies: Americas","Dry cargo loaded",2017,1067,,
"Developing economies: Americas","Dry cargo loaded",2018,1096,,
"Developing economies: Americas","Dry cargo loaded",2019,1103,,
"Developing economies: Americas","Dry cargo loaded",2020,1095,,
"Developing economies: Americas","Dry cargo loaded",2021,1122,,
"Developing economies: Americas","Total goods loaded",2006,1031,,
"Developing economies: Americas","Total goods loaded",2007,1067,,
"Developing economies: Americas","Total goods loaded",2008,1108,,
"Developing economies: Americas","Total goods loaded",2009,1030,,
"Developing economies: Americas","Total goods loaded",2010,1130,,
"Developing economies: Americas","Total goods loaded",2011,1234,,
"Developing economies: Americas","Total goods loaded",2012,1283,,
"Developing economies: Americas","Total goods loaded",2013,1264,,
"Developing economies: Americas","Total goods loaded",2014,1301,,
